id;referencia;nome_produto;marca;categoria;especificacao;caracteristicas;preco_eur;preco_formatado;pagina_catalogo
2053;68964;N SUTURAS PGA;Bestdent;BIOMATERIALES Y SUTURAS;Hilo 6/0, aguja 3/8C 16mm;12 unidades. Hilo de 45 cm.;51.28;51,28 €;158
2054;68965;N SUTURAS PGA;Bestdent;BIOMATERIALES Y SUTURAS;Hilo 3/0, aguja 3/8T 19mm;12 unidades. Hilo de 45 cm.;51.28;51,28 €;158
2055;68966;N SUTURAS PGA;Bestdent;BIOMATERIALES Y SUTURAS;Hilo 3/0, aguja 1/2T 22mm;12 unidades. Hilo de 45 cm.;51.28;51,28 €;158
2056;68967;N SUTURAS PGA;Bestdent;BIOMATERIALES Y SUTURAS;Hilo 5/0, aguja 3/8T 16mm;12 unidades. Hilo de 45 cm.;51.28;51,28 €;158
2057;68968;N SUTURAS PGA;Bestdent;BIOMATERIALES Y SUTURAS;Hilo 4/0, aguja 3/8T 16mm;12 unidades. Hilo de 45 cm.;51.28;51,28 €;158
2058;69355;SUTURA SEDA;Bestdent;BIOMATERIALES Y SUTURAS;Sutura seda 3/0 C-14 (1/2-R.-22 mm);12 uds. 75 cm.;28.0;28,00 €;158
2059;69356;SUTURA SEDA;Bestdent;BIOMATERIALES Y SUTURAS;Sutura seda 4/0 C-14 (1/2-R.-22 mm);12 uds. 75 cm.;28.0;28,00 €;158
2060;69357;SUTURA SEDA;Bestdent;BIOMATERIALES Y SUTURAS;Sutura seda 3/0 TC-12 (1/2-T.-20 mm);12 uds. 75 cm.;28.0;28,00 €;158
2061;69358;SUTURA SEDA;Bestdent;BIOMATERIALES Y SUTURAS;Sutura seda 3/0 TC-14 (1/2-T.-22 mm);12 uds. 75 cm.;28.0;28,00 €;158
2062;69359;SUTURA SEDA;Bestdent;BIOMATERIALES Y SUTURAS;Sutura seda 3/0 TC-16 (1/2-T.-26 mm);12 uds. 75 cm.;28.0;28,00 €;158
2063;69360;SUTURA SEDA;Bestdent;BIOMATERIALES Y SUTURAS;Sutura seda 4/0 TC-14 (1/2-T.-22 mm);12 uds. 75 cm.;28.0;28,00 €;158
2064;69361;SUTURA SEDA;Bestdent;BIOMATERIALES Y SUTURAS;Sutura seda 3/0 TB-15 (3/8-T-19 mm);12 uds. 75 cm.;28.0;28,00 €;158
2065;69362;SUTURA SEDA;Bestdent;BIOMATERIALES Y SUTURAS;Sutura seda 4/0 TB-12 (3/8-T.-16 mm);12 uds. 75 cm.;28.0;28,00 €;158
2066;69363;SUTURA SEDA;Bestdent;BIOMATERIALES Y SUTURAS;Sutura seda 4/0 TB-15 (3/8-T.-19 mm);12 uds. 75 cm.;28.0;28,00 €;158
2067;69364;SUTURA SUPRAMID;Bestdent;BIOMATERIALES Y SUTURAS;;12 uds. 75;37.95;37,95 €;158
2068;69365;SUTURA SUPRAMID;Bestdent;BIOMATERIALES Y SUTURAS;;12 uds. 75;37.95;37,95 €;158
2069;69366;SUTURA SUPRAMID;Bestdent;BIOMATERIALES Y SUTURAS;;12 uds. 75;37.95;37,95 €;158
2070;69367;SUTURA SUPRAMID;Bestdent;BIOMATERIALES Y SUTURAS;Sutura Supramid;12 uds. 75;37.95;37,95 €;158
2071;69368;SUTURA SUPRAMID;Bestdent;BIOMATERIALES Y SUTURAS;;12 uds. 75;37.95;37,95 €;158
2072;69369;SUTURA SUPRAMID;Bestdent;BIOMATERIALES Y SUTURAS;;12 uds. 75;37.95;37,95 €;158
2073;4130;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;2/0 Aguja cilíndrica 1/2 de 22 mm. C-14;Sutura Multifilamento trenzado recubierto de cera y/o silicona. Presentación del producto;37.35;37,35 €;161
2074;41302;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja cilíndrica 1/2 de 26 mm. C-16;Sutura Multifilamento trenzado recubierto de cera y/o silicona. Presentación del producto;37.35;37,35 €;161
2075;4131;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja cilíndrica 1/2 de 22 mm. C-14;Sutura Multifilamento trenzado recubierto de cera y/o silicona. Presentación del producto;37.35;37,35 €;161
2076;4132;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja cilíndrica 1/2 de 22 mm. C-14;;37.35;37,35 €;161
2077;41322;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja cilíndrica 1/2 de 20 mm. C-12;;37.35;37,35 €;161
2078;4133;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja triangular 1/2 de;;37.35;37,35 €;161
2079;54292;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0;PGA Rapid Esterilización: unidades. AGUJA;185.31;185,31 €;161
2080;54293;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0;PGA Rapid Esterilización: unidades. AGUJA;185.31;185,31 €;161
2081;54294;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;4/0;PGA Rapid Esterilización: unidades. AGUJA;185.31;185,31 €;161
2082;54295;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;4/0;PGA Rapid Esterilización: unidades. AGUJA;185.31;185,31 €;161
2083;54296;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;5/0;PGA Rapid Esterilización: unidades. AGUJA;185.31;185,31 €;161
2084;54301;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;2/0;PGA Rapid Esterilización: unidades. AGUJA;185.31;185,31 €;161
2085;54302;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0;PGA Rapid Esterilización: unidades. AGUJA;185.31;185,31 €;161
2086;54303;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0;PGA Rapid Esterilización: unidades. AGUJA;185.31;185,31 €;161
2087;54304;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;4/0;PGA Rapid Esterilización: unidades. AGUJA;185.31;185,31 €;161
2088;54305;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;2/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;63.83;63,83 €;161
2089;54306;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;185.31;185,31 €;161
2090;54307;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;63.83;63,83 €;161
2091;54308;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;63.83;63,83 €;161
2092;54311;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja triangular 1/2 de;PGA ABSORCIÓN Óxido de AGUJA;37.35;37,35 €;161
2093;54312;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;2/0 Aguja triangular 1/2 de;PGA ABSORCIÓN Óxido de AGUJA;37.35;37,35 €;161
2094;54314;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja triangular 1/2 de;PGA ABSORCIÓN Óxido de AGUJA;37.35;37,35 €;161
2095;54337;Produto Dentário;;BIOMATERIALES Y SUTURAS;3/0 Aguja triangular 3/8 de 26 mm. TB-20;;37.35;37,35 €;161
2096;5435;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;59.84;59,84 €;161
2097;5436;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja triangular 1/2 de;PGA ABSORCIÓN Óxido de AGUJA;37.35;37,35 €;161
2098;5437;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja triangular 1/2 de;PGA ABSORCIÓN Óxido de AGUJA;37.35;37,35 €;161
2099;5443;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;2/0 Aguja triangular 1/2 de;PGA ABSORCIÓN Óxido de AGUJA;37.35;37,35 €;161
2100;5444;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja triangular 1/2 de;PGA ABSORCIÓN Óxido de AGUJA;37.35;37,35 €;161
2101;54442;Produto Dentário;;BIOMATERIALES Y SUTURAS;2/0 Aguja triangular 1/2 de;;37.35;37,35 €;161
2102;5445;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja triangular 3/8 de 16 mm. TB-12;PGA ABSORCIÓN Óxido de AGUJA;37.35;37,35 €;161
2103;5446;Produto Dentário;;BIOMATERIALES Y SUTURAS;4/0 Aguja triangular 3/8 de 19 mm. TB-15;;37.35;37,35 €;161
2104;5448;Produto Dentário;;BIOMATERIALES Y SUTURAS;4/0 Aguja triangular 1/2 de;;37.35;37,35 €;161
2105;5493;AGUJA 3/8 DE CÍRCULO TRIANGULAR (TB);;BIOMATERIALES Y SUTURAS;5/0 Aguja triangular 3/8 de 19 mm. TB-15;;37.35;37,35 €;161
2106;54932;Produto Dentário;;BIOMATERIALES Y SUTURAS;3/0 Aguja triangular 3/8 de 16 mm. TB-12;;37.35;37,35 €;161
2107;5494;AGUJA 1/2 DE CÍRCULO;;BIOMATERIALES Y SUTURAS;5/0 Aguja triangular 1/2 de;;37.35;37,35 €;161
2108;5552;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;2/0 Aguja triangular 3/8 de 19 mm. TB-15;PGA ABSORCIÓN Óxido de AGUJA;37.35;37,35 €;161
2109;5553;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja triangular 3/8 de 19 mm. TB-15;PGA ABSORCIÓN Óxido de AGUJA;37.35;37,35 €;161
2110;5556;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;63.83;63,83 €;161
2111;55562;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;2/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;63.83;63,83 €;161
2112;55563;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;63.83;63,83 €;161
2113;5557;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;6/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;185.31;185,31 €;161
2114;55571;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;2/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;59.84;59,84 €;161
2115;55573;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;59.84;59,84 €;161
2116;55574;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;59.84;59,84 €;161
2117;55575;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;5/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;59.84;59,84 €;161
2118;55576;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;59.84;59,84 €;161
2119;55577;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;6/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;59.84;59,84 €;161
2120;99683;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;5/0;PGA Rapid Esterilización: unidades. AGUJA;185.31;185,31 €;161
2121;99964;SUTURAS NO ABSORBIBLES;Aragó;BIOMATERIALES Y SUTURAS;5/0 Aguja;PGA ABSORCIÓN Óxido de AGUJA;59.84;59,84 €;161
2122;99976;Produto Dentário;;BIOMATERIALES Y SUTURAS;2/0 Aguja triangular 3/8 de 26 mm. TB-20;;37.35;37,35 €;161
2123;27204;SUTURAS NO ABSORBIBLES ARAGÓ NYLON;Aragó;BIOMATERIALES Y SUTURAS;6/0 Aguja triangular 3/8 de 16 mm. TB-12;Sutura Sintética Monofilar no absorbible (NYLON UNIFILAR). Color: Azul. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2124;54321;SUTURAS NO ABSORBIBLES ARAGÓ NYLON;Aragó;BIOMATERIALES Y SUTURAS;2/0 Aguja triangular 3/8 de 19 mm. TB-15;Sutura Sintética Monofilar no absorbible (NYLON UNIFILAR). Color: Azul. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2125;54322;SUTURAS NO ABSORBIBLES ARAGÓ NYLON;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja triangular 3/8 de 19 mm. TB-15;Sutura Sintética Monofilar no absorbible (NYLON UNIFILAR). Color: Azul. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2126;54323;SUTURAS NO ABSORBIBLES ARAGÓ NYLON;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja triangular 3/8 de 19 mm. TB-15;Sutura Sintética Monofilar no absorbible (NYLON UNIFILAR). Color: Azul. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2127;54324;SUTURAS NO ABSORBIBLES ARAGÓ NYLON;Aragó;BIOMATERIALES Y SUTURAS;6/0 Aguja triangular 3/8 de 12 mm. TB-10;Sutura Sintética Monofilar no absorbible (NYLON UNIFILAR). Color: Azul. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2128;54325;SUTURAS NO ABSORBIBLES ARAGÓ NYLON;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja triangular 3/8 de 16 mm. TB-12;Sutura Sintética Monofilar no absorbible (NYLON UNIFILAR). Color: Azul. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2129;54326;SUTURAS NO ABSORBIBLES ARAGÓ NYLON;Aragó;BIOMATERIALES Y SUTURAS;5/0 Aguja triangular 3/8 de 16 mm. TB-12;Sutura Sintética Monofilar no absorbible (NYLON UNIFILAR). Color: Azul. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2130;54327;SUTURAS NO ABSORBIBLES ARAGÓ NYLON;Aragó;BIOMATERIALES Y SUTURAS;2/0 Aguja triangular 1/2 de 26 mm. TC-16;Sutura Sintética Monofilar no absorbible (NYLON UNIFILAR). Color: Azul. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2131;54328;SUTURAS NO ABSORBIBLES ARAGÓ NYLON;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja triangular 1/2 de 26 mm. TC-16;Sutura Sintética Monofilar no absorbible (NYLON UNIFILAR). Color: Azul. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2132;54329;SUTURAS NO ABSORBIBLES ARAGÓ NYLON;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja triangular 1/2 de 20 mm. TC-12;Sutura Sintética Monofilar no absorbible (NYLON UNIFILAR). Color: Azul. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2133;54330;SUTURAS NO ABSORBIBLES ARAGÓ NYLON;Aragó;BIOMATERIALES Y SUTURAS;5/0 Aguja triangular 1/2 de 26 mm. TC-16;Sutura Sintética Monofilar no absorbible (NYLON UNIFILAR). Color: Azul. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2134;54331;SUTURAS NO ABSORBIBLES ARAGÓ;Aragó;BIOMATERIALES Y SUTURAS;2/0 Aguja triangular 1/2 de 26 mm. TC-16;Sutura Sintética Multifilamento no absorbible material (SUPRAMID NEGRO), dándole aspecto de monofilamento, no se adhieran al organismo. Color: Negro. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2135;54332;SUTURAS NO ABSORBIBLES ARAGÓ;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja triangular 1/2 de 26 mm. TC-16;Sutura Sintética Multifilamento no absorbible material (SUPRAMID NEGRO), dándole aspecto de monofilamento, no se adhieran al organismo. Color: Negro. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2136;54333;SUTURAS NO ABSORBIBLES ARAGÓ;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja triangular 1/2 de 22 mm. TC-14;Sutura Sintética Multifilamento no absorbible material (SUPRAMID NEGRO), dándole aspecto de monofilamento, no se adhieran al organismo. Color: Negro. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2137;54334;SUTURAS NO ABSORBIBLES ARAGÓ;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja triangular 1/2 de 22 mm. TC-14;Sutura Sintética Multifilamento no absorbible material (SUPRAMID NEGRO), dándole aspecto de monofilamento, no se adhieran al organismo. Color: Negro. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2138;54335;SUTURAS NO ABSORBIBLES ARAGÓ;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja triangular 1/2 de 20 mm. TC-12;Sutura Sintética Multifilamento no absorbible material (SUPRAMID NEGRO), dándole aspecto de monofilamento, no se adhieran al organismo. Color: Negro. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2139;54336;SUTURAS NO ABSORBIBLES ARAGÓ;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja triangular 1/2 de 20 mm. TC-12;Sutura Sintética Multifilamento no absorbible material (SUPRAMID NEGRO), dándole aspecto de monofilamento, no se adhieran al organismo. Color: Negro. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2140;5438;SUTURAS NO ABSORBIBLES ARAGÓ;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja triangular 3/8 de 19 mm. TB-15;Sutura Sintética Multifilamento no absorbible material (SUPRAMID NEGRO), dándole aspecto de monofilamento, no se adhieran al organismo. Color: Negro. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2141;54381;SUTURAS NO ABSORBIBLES ARAGÓ;Aragó;BIOMATERIALES Y SUTURAS;2/0 Aguja triangular 3/8 de 19 mm. TB-15;Sutura Sintética Multifilamento no absorbible material (SUPRAMID NEGRO), dándole aspecto de monofilamento, no se adhieran al organismo. Color: Negro. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2142;54383;SUTURAS NO ABSORBIBLES ARAGÓ;Aragó;BIOMATERIALES Y SUTURAS;6/0 Aguja triangular 3/8 de 19 mm. TB-15;Sutura Sintética Multifilamento no absorbible material (SUPRAMID NEGRO), dándole aspecto de monofilamento, no se adhieran al organismo. Color: Negro. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2143;54384;SUTURAS NO ABSORBIBLES ARAGÓ;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja triangular 3/8 de 16 mm. TB-12;Sutura Sintética Multifilamento no absorbible material (SUPRAMID NEGRO), dándole aspecto de monofilamento, no se adhieran al organismo. Color: Negro. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2144;54385;SUTURAS NO ABSORBIBLES ARAGÓ;Aragó;BIOMATERIALES Y SUTURAS;5/0 Aguja triangular 3/8 de 16 mm. TB-12;Sutura Sintética Multifilamento no absorbible material (SUPRAMID NEGRO), dándole aspecto de monofilamento, no se adhieran al organismo. Color: Negro. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2145;54386;SUTURAS NO ABSORBIBLES ARAGÓ;Aragó;BIOMATERIALES Y SUTURAS;6/0 Aguja triangular 3/8 de 16 mm. TB-12;Sutura Sintética Multifilamento no absorbible material (SUPRAMID NEGRO), dándole aspecto de monofilamento, no se adhieran al organismo. Color: Negro. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2146;54387;SUTURAS NO ABSORBIBLES ARAGÓ;Aragó;BIOMATERIALES Y SUTURAS;6/0 Aguja triangular 3/8 de 12 mm. TB-10;Sutura Sintética Multifilamento no absorbible material (SUPRAMID NEGRO), dándole aspecto de monofilamento, no se adhieran al organismo. Color: Negro. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2147;54388;SUTURAS NO ABSORBIBLES ARAGÓ;Aragó;BIOMATERIALES Y SUTURAS;5/0 Aguja triangular 3/8 de 19 mm. TB-15;Sutura Sintética Multifilamento no absorbible material (SUPRAMID NEGRO), dándole aspecto de monofilamento, no se adhieran al organismo. Color: Negro. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2148;5439;SUTURAS NO ABSORBIBLES ARAGÓ;Aragó;BIOMATERIALES Y SUTURAS;3/0 Aguja triangular 3/8 de 19 mm. TB-15;Sutura Sintética Multifilamento no absorbible material (SUPRAMID NEGRO), dándole aspecto de monofilamento, no se adhieran al organismo. Color: Negro. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2149;5447;SUTURAS NO ABSORBIBLES ARAGÓ NYLON;Aragó;BIOMATERIALES Y SUTURAS;4/0 Aguja triangular 1/2 de 22 mm. TC-14;Sutura Sintética Monofilar no absorbible (NYLON UNIFILAR). Color: Azul. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2150;97605;SUTURAS NO ABSORBIBLES ARAGÓ NYLON;Aragó;BIOMATERIALES Y SUTURAS;5/0 Aguja triangular 3/8 de 16 mm. TB-12. 45 cm.;Sutura Sintética Monofilar no absorbible (NYLON UNIFILAR). Color: Azul. Esterilización: Rayos Gamma. Presentación del producto en envases de 36 unidades;106.9;106,90 €;162
2151;0570;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;Seda trenzada 3/0 (7762S). aguja 1/2. círculo de 16 mm.;;60.9;60,90 €;163
2152;0571;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;Seda trenzada 3/0 (625) aguja 1/2. círculo de 23 mm.;45 cm. 12 unidades.;60.9;60,90 €;163
2153;0572;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;Seda trenzada 3/0 (7772S) aguja 3/8. círculo de 19 mm.;45 cm. 12 unidades.;60.9;60,90 €;163
2154;0573;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;Seda trenzada 4/0 (683S) aguja 3/8. círculo de 19 mm.;45 cm. 12 unidades.;82.32;82,32 €;163
2155;50200;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;PGAFA 3/0 aguja 3/8. círculo de 18,7 mm C-6.;45 cm. 12 unidades.;160.86;160,86 €;163
2156;65747;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;PGA (397V) 4/0 aguja 3/8 circulo de 17 mm (70;45 cm. 12 unidades.;82.32;82,32 €;163
2157;75390;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;PGA (393V) 3-0 aguja. 3/8 circulo de 18 mm. C-6;45 cm. 12 unidades.;82.32;82,32 €;163
2158;75416;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;Polipropileno 6/0. aguja 3/8. círculo de 16 mm.;45 cm. 12 unidades.;196.42;196,42 €;163
2159;75417;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;PGA (392V) 4/0 aguja 3/8 circulo de 18 mm C-6;45 cm. 12 unidades.;82.32;82,32 €;163
2160;90618;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;PGA 6/0 aguja 3/8. círculo de 10,7 mm C-1;45 cm. 12 unidades.;196.42;196,42 €;163
2161;90619;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;Polipropileno 7/0. aguja 3/8. círculo de 10,7 mm.;45 cm. 12 unidades.;196.42;196,42 €;163
2162;9162;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;Seda trenzada 5/0 (1628S) aguja. 3/8. círculo de 16 mm.;45 cm. 12 unidades.;82.32;82,32 €;163
2163;9163;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;Seda trenzada 4/0 (7345) aguja 1/2. círculo de 18 mm.;45 cm. 12 unidades.;82.32;82,32 €;163
2164;9164;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;Polipropileno 5/0. aguja 3/8. círculo de 1 2mm.;45 cm. 12 unidades.;82.32;82,32 €;163
2165;9275;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;PGA (389V) 4/0 aguja 3/8. círculo de 16 mm C-22;45 cm. 12 unidades.;82.32;82,32 €;163
2166;9276;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;PGA (388V) 5/0 aguja 3/8. círculo de 16 mm C-22;45 cm. 12 unidades.;82.32;82,32 €;163
2167;9277;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;PGA (387V) 6/0 aguja 3/8. Círculo de 16 mm C-22;45 cm. 12 unidades.;82.32;82,32 €;163
2168;9278;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;Poliéster 3/0. aguja 3/8. círculo de 19 mm.;45 cm. 12 unidades.;160.86;160,86 €;163
2169;9279;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;Polipropileno 6/0. aguja 3/8. círculo de 12 mm.;45 cm. 12 unidades.;82.32;82,32 €;163
2170;93303;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;PGA 6/0 aguja 3/8. círculo de 13 mm C-3;45 cm. 12 unidades.;196.42;196,42 €;163
2171;98780;SUTURA PGA-REABSORBIBLE;Hu-Friedy;BIOMATERIALES Y SUTURAS;Polipropileno 5/0. aguja 3/8. círculo de 16 mm.;45 cm. 12 unidades.;82.32;82,32 €;163
2172;0188;CUÑAS DE;Proclinic;CUÑAS Y MATRICES;Cuñas naranjas/Pequeñas;Caja de 100 uds.;20.49;20,49 €;166
2173;0189;CUÑAS DE;Proclinic;CUÑAS Y MATRICES;Cuñas madera blancas/Pequeñas;Caja de 100 uds.;20.49;20,49 €;166
2174;0190;CUÑAS DE;Proclinic;CUÑAS Y MATRICES;Cuñas verdes/Medias;Caja de 100 uds.;20.49;20,49 €;166
